month,usdbrl_avg,mom,yoy,month_key
2014-10-01,2.4476434782608694,0.0494752740566895,0.11863814025947161,2014-10
2014-11-01,2.54773,0.04089097232830885,0.11026229893973549,2014-11
2014-12-01,2.6387363636363634,0.035720568363352134,0.12532697907610824,2014-12
2015-01-01,2.6336190476190473,-0.001939305528144586,0.10581710664160804,2015-01
2015-02-01,2.815838888888889,0.06918990103545153,0.1815915004841986,2015-02
2015-03-01,3.1388636363636366,0.11471705598973769,0.3497616600182214,2015-03
2015-04-01,3.042595,-0.03066990080370724,0.3630629318937806,2015-04
2015-05-01,3.0610749999999998,0.006073762692701434,0.3786881325615161,2015-05
2015-06-01,3.11112380952381,0.01635007620649942,0.392088904684772,2015-06
2015-07-01,3.222508695652174,0.03580213869579585,0.4489555740188651,2015-07
2015-08-01,3.513695238095238,0.09036020378655119,0.5496420313382715,2015-08
2015-09-01,3.9058095238095243,0.11159598631748446,0.674692640827633,2015-09
2015-10-01,3.879504761904762,-0.006734778474068115,0.5849958526890022,2015-10
2015-11-01,3.7758000000000003,-0.026731443385017095,0.48202517535217626,2015-11
2015-12-01,3.870495454545454,0.02507957374475711,0.46679884655534165,2015-12
2016-01-01,4.051715,0.046820761730058,0.5384590279535675,2016-01
2016-02-01,3.973115789473684,-0.019398997838277254,0.410988322219475,2016-02
2016-03-01,3.7033090909090913,-0.06790808847791818,0.17982477735138658,2016-03
2016-04-01,3.56524,-0.03728262683987793,0.17177606615405616,2016-04
2016-05-01,3.538685714285714,-0.007448106078212446,0.156027119324327,2016-05
2016-06-01,3.423877272727273,-0.032443808472438884,0.10052748857054739,2016-06
2016-07-01,3.2749666666666664,-0.043491805984620546,0.016278612711043694,2016-07
2016-08-01,3.2090565217391305,-0.020125439931460654,-0.08670038114098111,2016-08
2016-09-01,3.2557714285714288,0.014557209109854252,-0.16642851917778168,2016-09
2016-10-01,3.185245,-0.021661971707385597,-0.17895577000500795,2016-10
2016-11-01,3.34143,0.04903390477027658,-0.1150405212140474,2016-11
2016-12-01,3.351668181818182,0.0030640120601603815,-0.13404673350487184,2016-12
2017-01-01,3.1959863636363637,-0.04644905454136139,-0.21120158657843313,2017-01
2017-02-01,3.103588888888889,-0.02891047214680409,-0.21885264529377857,2017-02
2017-03-01,3.1273304347826087,0.0076497070790260135,-0.15553080825481158,2017-03
2017-04-01,3.135572222222222,0.0026354066548091026,-0.1205158075691336,2017-04
2017-05-01,3.208704545454545,0.023323437653269163,-0.09324963997199054,2017-05
2017-06-01,3.294766666666667,0.02682145395219937,-0.03770888842571263,2017-06
2017-07-01,3.205538095238095,-0.02708190911705588,-0.021199779568821464,2017-07
2017-08-01,3.1503130434782607,-0.017228012932328673,-0.01830552932393792,2017-08
2017-09-01,3.13419,-0.005117917888077361,-0.037343355096883024,2017-09
2017-10-01,3.190638095238095,0.018010425417123832,0.0016931492673546433,2017-10
2017-11-01,3.258735,0.021342722906598777,-0.024748386169992975,2017-11
2017-12-01,3.29131,0.009996210185854393,-0.018008400158943894,2017-12
2018-01-01,3.2099863636363635,-0.024708592130074813,0.00438049428473497,2018-01
2018-02-01,3.2409055555555555,0.009632187933710012,0.04424447682432153,2018-02
2018-03-01,3.2786142857142857,0.011635244999376848,0.04837475734865637,2018-03
2018-04-01,3.4069,0.039128028827509764,0.08653214104106466,2018-04
2018-05-01,3.635461904761905,0.06708794057997158,0.13299989240577004,2018-05
2018-06-01,3.7725714285714287,0.03771447133854733,0.1450193018943462,2018-06
2018-07-01,3.8281363636363634,0.01472866349040225,0.19422582103240438,2018-07
2018-08-01,3.9291565217391304,0.026388860925217195,0.24722732868507213,2018-08
2018-09-01,4.115947368421053,0.047539680755513514,0.3132411782377753,2018-09
2018-10-01,3.7578045454545457,-0.08701346030668433,0.17775956823900674,2018-10
2018-11-01,3.786015,0.007507163878328393,0.1618051176300006,2018-11
2018-12-01,3.884405,0.025987747011039453,0.18020028499290563,2018-12
2019-01-01,3.7410545454545456,-0.03690409587709176,0.1654425040038403,2019-01
2019-02-01,3.723025,-0.00481937518832809,0.1487607201690886,2019-02
2019-03-01,3.845884210526316,0.03299983495311376,0.17302124476299707,2019-03
2019-04-01,3.895557142857143,0.012915867876331477,0.14343160728437687,2019-04
2019-05-01,4.000918181818182,0.027046462186860243,0.10052540409723032,2019-05
2019-06-01,3.8582263157894734,-0.03566477981908234,0.022704642931169028,2019-06
2019-07-01,3.7787130434782608,-0.02060876314741078,-0.012910543267887986,2019-07
2019-08-01,4.019381818181818,0.06369067244175408,0.022963019147619113,2019-08
2019-09-01,4.1209,0.025257163019188678,0.001203278646599193,2019-09
2019-10-01,4.086386956521739,-0.008375122783435773,0.08743999510688982,2019-10
2019-11-01,4.154725,0.016723341231597244,0.09738735847586444,2019-11
2019-12-01,4.10892380952381,-0.011023880154809373,0.05780005162278634,2019-12
2020-01-01,4.148863636363637,0.009720264646244647,0.10900912722713096,2020-01
2020-02-01,4.340411111111111,0.046168660032258835,0.1658291607257838,2020-02
2020-03-01,4.883218181818182,0.12505890728127755,0.26972574172998964,2020-03
2020-04-01,5.324985,0.09046632809212984,0.366937976962767,2020-04
2020-05-01,5.64285,0.059693125896129295,0.4103887516729112,2020-05
2020-06-01,5.195995238095238,-0.07918955171673225,0.34673158410408833,2020-06
2020-07-01,5.279595652173913,0.016089393898159443,0.3971941217621826,2020-07
2020-08-01,5.460633333333333,0.03429006558198755,0.3585754178993301,2020-08
2020-09-01,5.398880952380952,-0.01130864813343646,0.31012180649395815,2020-09
2020-10-01,5.625190476190476,0.04191785775711909,0.37656823400262107,2020-10
2020-11-01,5.417235,-0.03696861058673151,0.30387330088032294,2020-11
2020-12-01,5.1449454545454545,-0.050263565352905215,0.25213941485610336,2020-12
2021-01-01,5.3556,0.040943980323141504,0.29085949055053395,2021-01
2021-02-01,5.415894444444444,0.011258205326096782,0.24778374808325876,2021-02
2021-03-01,5.645547826086957,0.04240359261028215,0.15611214078190838,2021-03
2021-04-01,5.561535,-0.014881253099787717,0.044422660345522225,2021-04
2021-05-01,5.290447619047619,-0.048743266194024026,-0.062451133904388945,2021-05
2021-06-01,5.031304761904762,-0.04898316282536175,-0.031695655720202054,2021-06
2021-07-01,5.156027272727273,0.024789297552965772,-0.023404894538800458,2021-07
2021-08-01,5.251122727272727,0.018443551501067468,-0.038367455434462294,2021-08
2021-09-01,5.2790904761904764,0.00532605127899477,-0.022188019563136874,2021-09
2021-10-01,5.539375,0.04930480448922925,-0.015255568065420055,2021-10
2021-11-01,5.55626,0.0030481778178945707,0.025663461156844702,2021-11
2021-12-01,5.650604347826087,0.016979829566306615,0.09828265386835011,2021-12
2022-01-01,5.533504761904761,-0.02072337376910416,0.033218455804160385,2022-01
2022-02-01,5.195978947368421,-0.0609967514368156,-0.04060557297264333,2022-02
2022-03-01,4.967781818181819,-0.04391802420642532,-0.12005318682685062,2022-03
2022-04-01,4.757415789473685,-0.0423460684078768,-0.144585840154978,2022-04
2022-05-01,4.9544500000000005,0.04141622663343325,-0.06351024397971539,2022-05
2022-06-01,5.048609523809524,0.0190050406825224,0.0034394183464669936,2022-06
2022-07-01,5.36747619047619,0.0631593045892882,0.041010046410610235,2022-07
